year,artists,name,popularity
1992,['Grupo Libra'],Del Signo Libra,62
1992,"['Joan Sebastian', 'Antonio Aguilar']",Bandido De Amores,62
1992,['The Lemonheads'],Mrs. Robinson - Remastered,62
1992,['Dream Theater'],Pull Me Under,62
1992,['Rubén Blades'],Amor y Control,62
1992,['El Tri'],Pobre soñador,62
1992,['Jon Secada'],Just Another Day,62
1992,['Maná'],Vivir Sin Aire,62
1993,['The Smashing Pumpkins'],Disarm - Remastered,62
1993,['H-Town'],Knockin' da Boots,62
1993,['Wu-Tang Clan'],Bring Da Ruckus,62
1993,['Counting Crows'],Round Here,62
1993,['Brownstone'],If You Love Me,62
1993,['Industria del Amor'],Rosas Rojas,62
1993,['Billy Joel'],The River of Dreams,62
1993,['Nirvana'],Heart-Shaped Box,62
1993,['Alejandra Guzman'],Mirala Miralo,62
1993,"['Peabo Bryson', 'Regina Belle']",A Whole New World (Aladdin's Theme),62
1994,['Dave Matthews Band'],Ants Marching,62
1994,['Blues Traveler'],Hook,62
1994,['Biz Markie'],Just a Friend,62
1994,['Stone Temple Pilots'],Vasoline - 2019 Remaster,62
1994,['Dinosaur Jr.'],Feel the Pain,62
1994,['Los Temerarios'],Como Tú,62
1994,['Green Day'],She,62
1994,['Skeeter Davis'],The End of the World,62
1994,['Selena'],No Me Queda Más,62
1995,['311'],All Mixed Up,62
1995,['Spacehog'],In the Meantime,62
1995,"[""D'Angelo""]",Lady,62
1995,"['Raekwon', 'Ghostface Killah', 'Method Man', 'Cappadonna']","Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",62
1995,['Big L'],Put It On,62
1995,['Jewel'],Foolish Games,62
1995,['Liberación'],Enamorado De Un Fantasma,62
1995,"['2Pac', 'Dramacydal']",Me Against The World,62
1995,['Michael Jackson'],Beat It,62
1995,['Red Hot Chili Peppers'],My Friends,62
1996,['George Strait'],Blue Clear Sky,62
1996,['TOOL'],Ænema,62
1996,"['112', 'The Notorious B.I.G.', 'Mase']",Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,62
1996,['Grupo Exterminador'],Las Monjitas,62
1996,['Los Temerarios'],La Mujer Que Soñe,62
1996,"['Foxy Brown', 'Blackstreet']",Get Me Home,62
1996,['Eddie Santiago'],Lluvia,62
1996,['R. Kelly'],I Believe I Can Fly,62
1996,['Van Halen'],Jump,62
1996,"[""Oscar D'León""]",Detalles,62
1997,['Roger Bart'],Go the Distance,62
1997,['311'],Beautiful Disaster,62
1997,['Chumbawamba'],Tubthumping,62
1997,['*NSYNC'],Tearin' up My Heart - Radio Edit,62
1997,['Aqua'],Barbie Girl,62
1997,['Kenny Wayne Shepherd'],Blue on Black,62
1997,['Creed'],My Own Prison,62
1997,['Busta Rhymes'],Put Your Hands Where My Eyes Could See,62
1997,['Insane Clown Posse'],Hokus Pokus,62
1997,['The Notorious B.I.G.'],Ten Crack Commandments - 2014 Remaster,62
1997,['Yo La Tengo'],Autumn Sweater,62
1997,['En Vogue'],Don't Let Go (Love),62
1997,"['Ella Fitzgerald', 'Louis Armstrong']",They Can't Take That Away From Me,62
1997,['Pixies'],Where Is My Mind?,62
1997,['Common'],Invocation,62
1998,['Metallica'],Whiskey In The Jar,62
1998,['Kid Rock'],Only God Knows Why,62
1998,['Jo Dee Messina'],Bye-Bye,62
1998,"['Billy Bragg', 'Wilco']",California Stars,62
1998,['OutKast'],SpottieOttieDopaliscious,62
1998,['Ms. Lauryn Hill'],Tell Him,62
1998,"['Franz Liszt', 'Jenő Jandó']","Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",62
1998,['B*Witched'],C'est La Vie,62
1999,['Phil Collins'],"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",62
1999,['The Gap Band'],"Outstanding - Original 12"" Mix",62
1999,"['Mark Chesnutt', 'George Jones', 'Vince Gill', 'Patty Loveless', 'Garth Brooks', 'Clint Black', 'Alan Jackson', 'Travis Tritt', 'Joe Diffie', 'Pam Tillis', 'T. Graham Brown']",I Don't Need Your Rockin' Chair - Version w/special guests,62
1999,['Grand Funk Railroad'],Some Kind Of Wonderful - Remastered 1999,62
1999,['Grupo Exterminador'],Dependo Cada Día Más De Ti,62
1999,['Jennifer Lopez'],Waiting for Tonight,62
1999,['Mos Def'],Mathematics,62
1999,['Le Tigre'],Deceptacon,62
1999,['Mobb Deep'],Quiet Storm,62
1999,"['Dr. Dre', 'Devin The Dude', 'Snoop Dogg']",Fuck You,62
1999,['Pokémon'],Pokémon Theme,62
1999,['Dope'],You Spin Me Round (Like A Record),62
1999,"['Bob Marley & The Wailers', 'Ms. Lauryn Hill']",Turn Your Lights Down Low,62
1999,['Red Hot Chili Peppers'],Californication,62
1999,['Los Tigres Del Norte'],Prisión De Amor,62
1999,"['Limp Bizkit', 'Method Man']",N 2 Gether Now,62
2000,['Faith Hill'],"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",62
2000,"['The Soggy Bottom Boys', 'Dan Tyminski']",I Am A Man Of Constant Sorrow - Radio Edit,62
2000,['Deftones'],Passenger,62
2000,['Louis Armstrong'],A Kiss To Build A Dream On - Single Version,62
2000,['Radiohead'],How To Disappear Completely,62
2000,['The Beatles'],Day Tripper - Remastered 2015,62
2000,['The Beatles'],Paperback Writer - Remastered 2015,62
2000,['Cypress Hill'],(Rock) Superstar,62
2000,['Los Cadetes De Linares'],Flor de Capomo,62
2000,['Limp Bizkit'],Hot Dog,62
2000,['azul azul'],La Bomba,62
2001,['Staind'],Outside,62
2001,['Blake Shelton'],Austin,62
2001,['311'],Amber,62
2001,['Enrique Iglesias'],Hero,62
2001,['Lea Salonga'],"Reflection - From ""Mulan"" / Soundtrack Version",62
2001,['Good Charlotte'],Little Things,62
2001,['Matthew Wilder'],Break My Stride,62
2001,['TOOL'],Parabola,62
2001,['The Smashing Pumpkins'],Drown,62
2001,['The Moldy Peaches'],Anyone Else But You,62
2001,['blink-182'],Anthem Part Two,62
2001,['Jennifer Lopez'],Love Don't Cost a Thing,62
2001,['India.Arie'],Video,62
2001,['Blu Cantrell'],Hit 'Em Up Style (Oops!),62
2001,['Celso Piña'],Cumbia sobre el río / Interludio,62
2002,['Big Tymers'],Still Fly,62
2002,"['Counting Crows', 'Vanessa Carlton']",Big Yellow Taxi,62
2002,['The Flaming Lips'],"Yoshimi Battles the Pink Robots, Pt. 1",62
2002,['Mario'],Just a Friend 2002 - Radio Edit,62
2002,['Good Charlotte'],Girls & Boys,62
2002,"['Tweet', 'Missy Elliott']",Oops (Oh My) [feat. Missy Elliott],62
2002,['Alexi Murdoch'],Orange Sky,62
2002,['Flogging Molly'],Drunken Lullabies,62
2002,"['Snoop Dogg', 'Pharrell Williams', 'Uncle Charlie Wilson']",Beautiful,62
2002,['Nirvana'],You Know You're Right,62
2003,['Eagles'],Hotel California - 2013 Remaster,62
2003,"['50 Cent', 'Eminem']",Patiently Waiting,62
2003,['Dashboard Confessional'],Hands Down,62
2003,['The Postal Service'],Such Great Heights - Remastered,62
2003,['Ginuwine'],In Those Jeans,62
2003,['Grupo Laberinto'],El Indio Enamorado,62
2003,['Thomas Newman'],Nemo Egg (Main Title),62
2003,['Black Label Society'],Stillborn,62
2003,"['G-Unit', 'Joe']",Wanna Get To Know You,62
2003,['Alicia Keys'],You Don't Know My Name,62
2003,['Beyoncé'],Naughty Girl,62
2003,['Conjunto Primavera'],Ave Cautiva,62
2004,"[""Lil' Flip"", 'Lea']",Sunshine (feat. Lea),62
2004,"['Gwen Stefani', 'Eve']",Rich Girl,62
2004,['The Expendables'],Bowl For Two,62
2004,['Nat King Cole Trio'],All I Want For Christmas (Is My Two Front Teeth),62
2004,['Crossfade'],Colors,62
2004,['Sia'],Breathe Me,62
2004,['Killswitch Engage'],The End of Heartache,62
2004,"['Lloyd', 'Ashanti']",Southside,62
2004,"['Madvillain', 'Madlib', 'MF DOOM']",Accordion,62
2004,['My Chemical Romance'],Thank You for the Venom,62
2004,['Sufjan Stevens'],To Be Alone With You,62
2004,['The Rolling Stones'],"Paint It, Black - (Original Single Mono Version)",62
2004,['Usher'],Caught Up,62
2005,['Mary J. Blige'],Be Without You - Kendu Mix,62
2005,['Keith Anderson'],Pickin' Wildflowers,62
2005,['Nine Inch Nails'],The Hand That Feeds,62
2005,['Eminem'],When I'm Gone,62
2005,['Carrie Underwood'],"Jesus, Take the Wheel",62
2005,['Michael Jackson'],Thriller - Single Version,62
2005,['Daryl Hall & John Oates'],You Make My Dreams (Come True),62
2005,['Avenged Sevenfold'],Beast and the Harlot,62
2006,['Taylor Swift'],Picture To Burn,62
2006,['Boosie Badazz'],Set It Off,62
2006,"['E-40', 'T-Pain', 'Kandi Girl']",U and Dat (feat. T. Pain & Kandi Girl),62
2006,"['Ciara', '50 Cent']",Can't Leave 'Em Alone (feat. 50 Cent),62
2006,['Pat Carroll'],"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",62
2006,['Los Originales De San Juan'],La Troca Del Moño Negro,62
2006,['Robin Thicke'],Lost Without U,62
2006,['Beyoncé'],Irreplaceable,62
2006,"['Eminem', '50 Cent', 'Ca$his', 'Lloyd Banks']",You Don't Know,62
2007,['Cold War Kids'],Hang Me Up To Dry,62
2007,['Flex'],Te Quiero,62
2007,['Trey Songz'],Can't Help but Wait,62
2007,"['Fabolous', 'Ne-Yo']",Make Me Better,62
2007,['Ozzy Osbourne'],I Don't Wanna Stop,62
2007,['All Time Low'],Remembering Sunday,62
2007,"['Bone Thugs-N-Harmony', 'Akon']",I Tried,62
2007,['Miley Cyrus'],See You Again,62
2007,['Jordin Sparks'],One Step At a Time,62
2007,['Jonas Brothers'],S.O.S.,62
2008,['Secondhand Serenade'],Fall For You,62
2008,['Jamey Johnson'],High Cost Of Living,62
2008,['Ne-Yo'],Mad,62
2008,['3 Doors Down'],It's Not My Time,62
2008,['Heidi Newfield'],Johnny & June,62
2008,['V.I.C.'],Wobble,62
2008,['Lady Gaga'],LoveGame,62
2008,"['Plies', 'Ne-Yo']","Bust It Baby, Pt. 2 (feat. Ne-Yo)",62
2008,"[""Plain White T's""]","1, 2, 3, 4",62
2008,['El Tigrillo Palma'],El Bazucazo,62
2008,['Mindless Self Indulgence'],Never Wanted To Dance,62
2008,"['The Game', 'Lil Wayne']",My Life,62
2009,['Black Eyed Peas'],Meet Me Halfway,62
2009,['Luke Bryan'],Do I,62
2009,"['Drake', 'Lil Wayne', 'Jeezy']",I'm Goin In,62
2009,['Brooks & Dunn'],Brand New Man,62
2009,['Madcon'],Beggin',62
2009,['Empire of the Sun'],Walking On A Dream,62
2009,"['Jenifer Lewis', 'The Pinnacle Gospel Choir']",Dig a Little Deeper,62
2009,['Anika Noni Rose'],"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",62
2009,['Drake'],November 18th,62
2009,"['Drake', 'Bun B', 'Lil Wayne']",Uptown (feat. Bun B & Lil Wayne),62
2009,['A Day To Remember'],"I'm Made of Wax, Larry, What Are You Made Of?",62
2009,['Asking Alexandria'],Not The American Average,62
2010,['Cody Jinks'],Somewhere in the Middle,62
2010,['Maroon 5'],Misery,62
2010,['Turnpike Troubadours'],7 & 7,62
2010,['Brantley Gilbert'],Kick It In The Sticks,62
2010,['The Black Keys'],Tighten Up,62
2010,['Taylor Swift'],Enchanted,62
2010,['Clay Walker'],She Won't Be Lonely Long,62
2010,['Drake'],Find Your Love,62
2010,"['Zac Brown Band', 'Alan Jackson']",As She's Walking Away (feat. Alan Jackson),62
2010,"['Kenny Chesney', 'Grace Potter']",You and Tequila,62
2010,['Billy Currington'],Pretty Good At Drinkin' Beer,62
2010,['Godsmack'],Love-Hate-Sex-Pain,62
2010,['Los Alegres de la Sierra'],De Rodillas Te Pido,62
2010,['Kid Cudi'],Mojo So Dope,62
2010,['Lady A'],Need You Now,62
2010,['Ludacris'],How Low,62
2011,"['Tyler, The Creator']",Yonkers,62
2011,['The Drums'],Money,62
2011,"['David Guetta', 'Flo Rida', 'Nicki Minaj']",Where Them Girls At (feat. Nicki Minaj & Flo Rida),62
2011,['Lil Wayne'],Blunt Blowin,62
2011,['Cage The Elephant'],Shake Me Down,62
2011,['Tyler Childers'],Coal,62
2011,['Toby Keith'],Made in America,62
2011,['LMFAO'],Sexy And I Know It,62
2011,['The Script'],For the First Time,62
2011,['Lady Gaga'],The Edge Of Glory,62
2011,['China Anne McClain'],Calling All the Monsters,62
2011,"['Michael Bublé', 'Shania Twain']",White Christmas (with Shania Twain),62
2011,['The Head and the Heart'],Lost in My Mind,62
2011,['Alexandra Stan'],Mr. Saxobeat,62
2011,['Mac Miller'],Missed Calls,62
2012,['Turnpike Troubadours'],Good Lord Lorrie,62
2012,['MARINA'],Teen Idle,62
2012,"['Rihanna', 'Future']",Loveeeeeee Song,62
2012,['Florida Georgia Line'],Get Your Shine On,62
2012,['Frank Ocean'],Bad Religion,62
2012,['Dierks Bentley'],5-1-5-0,62
2012,['Black Veil Brides'],In The End,62
2012,"['Zedd', 'Hayley Williams']",Stay The Night - Featuring Hayley Williams Of Paramore,62
2013,"['Lil Wayne', '2 Chainz']",Rich As Fuck,62
2013,['Backstreet Boys'],Everybody (Backstreet's Back) - Radio Edit,62
2013,['Phil Wickham'],This Is Amazing Grace,62
2013,"['French Montana', 'Rick Ross', 'Drake', 'Lil Wayne']",Pop That,62
2013,"['2 Chainz', 'Wiz Khalifa']",We Own It (Fast & Furious),62
2013,"['Drake', 'JAY-Z']",Pound Cake / Paris Morton Music 2,62
2013,['Thomas Rhett'],Get Me Some Of That,62
2013,['Brett Eldredge'],Beat of the Music,62
2013,['Moon Taxi'],Morocco,62
2014,['Spoon'],Inside Out,62
2014,['Nicki Minaj'],Pills N Potions,62
2014,['Milky Chance'],Flashed Junk Mind,62
1976,['Barry White'],Let The Music Play - Single Version,62
1976,['Smokie'],Living Next Door to Alice,62
1976,['Roberto Carlos'],Amigo,62
1977,['ABBA'],Thank You For The Music,62
1977,['Grace Jones'],La vie en rose,62
1945,"['Doris Day', 'The Mellomen']",Again (with The Mellomen),61
1947,['Gene Autry'],Rudolph the Red-Nosed Reindeer,61
1953,['Gayla Peevey'],I Want a Hippopotamus for Christmas (Hippo the Hero),61
1955,['Frank Sinatra'],In The Wee Small Hours Of The Morning - Remastered 1998,61
1955,['Julie London'],Cry Me A River,61
1956,['Chet Baker'],It's Always You - Vocal Version,61
1956,['Billie Holiday'],Blue Moon,61
1957,['Frank Sinatra'],Jingle Bells - Remastered 1999,61
1957,['Billie Holiday'],Strange Fruit,61
1958,['Bobby Darin'],Splish Splash,61
1958,['Elvis Presley'],Heartbreak Hotel,61
1958,['Elvis Presley'],All Shook Up,61
1958,['Elvis Presley'],Don't Be Cruel,61
1959,['Chuck Berry'],Roll Over Beethoven,61
1960,['Etta James'],Stormy Weather,61
1960,['Sam Cooke'],Bring It On Home To Me,61
1961,"['Patsy Cline', 'The Jordanaires']",I Fall To Pieces - Single Version,61
1961,['Del Shannon'],Runaway,61
1962,['Roy Orbison'],Crying,61
1962,['Françoise Hardy'],Le temps de l'amour - Fox Medium,61
1962,['Elvis Presley'],"Return to Sender - From ""Girls! Girls! Girls!""",61
1963,['Andy Williams'],It's the Most Wonderful Time of the Year,61
1963,"['Duke Ellington', 'John Coltrane']",My Little Brown Book,61
1963,['The Beatles'],Do You Want To Know A Secret - Remastered 2009,61
1963,['Lesley Gore'],You Don't Own Me,61
1963,['The Beatles'],Please Please Me - Remastered 2009,61
1963,"['Stan Getz', 'Luiz Bonfá']",Só Danço Samba,61
1964,['Otis Redding'],These Arms of Mine,61
1964,['The Everly Brothers'],Bye Bye Love,61
1964,['The Beatles'],I Should Have Known Better - Remastered 2009,61
1964,['Roberto Carlos'],Detalles (Detalhes),61
1964,['Charles Aznavour'],Hier encore,61
1965,['Vince Guaraldi Trio'],Linus And Lucy,61
1965,['Roger Miller'],King Of The Road,61
1965,['Frank Sinatra'],It Was A Very Good Year,61
1965,['Martha Reeves & The Vandellas'],Nowhere To Run,61
1966,['The Beach Boys'],Sloop John B - Remastered,61
1966,['The Beatles'],I'm Only Sleeping - Remastered 2009,61
1966,['The Beatles'],Got To Get You Into My Life - Remastered 2009,61
1966,['The Beatles'],Taxman - Remastered 2009,61
1966,['The Beatles'],"Here, There And Everywhere - Remastered 2009",61
1967,['Jimi Hendrix'],Foxey Lady,61
1967,"['Peter, Paul and Mary']",Leaving on a Jet Plane,61
1967,['Love'],Alone Again Or - 2015 Remaster,61
1967,['The Beatles'],She's Leaving Home - Remastered 2009,61
1967,['Eddie Floyd'],Knock on Wood,61
1967,['The Doors'],The End,61
1967,['Leonard Cohen'],"So Long, Marianne",61
1968,['Sly & The Family Stone'],Dance to the Music,61
1968,['Donovan'],Hurdy Gurdy Man,61
1968,['Aretha Franklin'],Chain of Fools,61
1968,['Creedence Clearwater Revival'],I Put A Spell On You,61
1968,['Cream'],Crossroads - Live,61
1968,['Bee Gees'],Words,61
1968,['Tom Jones'],Delilah,61
1969,['Creedence Clearwater Revival'],Proud Mary,61
1969,['The Band'],Up On Cripple Creek,61
1969,['The Isley Brothers'],It's Your Thing,61
1969,['Joe Cocker'],Feelin' Alright,61
1969,"['Neil Young', 'Crazy Horse']",Down by the River - 2009 Remaster,61
1969,['The Beatles'],Octopus's Garden - Remastered 2009,61
1969,['The Beatles'],I Want You (She's So Heavy) - Remastered 2009,61
1969,['The Beatles'],Carry That Weight - Remastered 2009,61
1969,['Creedence Clearwater Revival'],Lodi,61
1969,['The Jackson 5'],Who's Lovin' You,61
1970,['Grateful Dead'],Ripple - 2013 Remaster,61
1970,['Carpenters'],(They Long To Be) Close To You,61
1970,['George Harrison'],If Not For You - Remastered 2014,61
1970,['The Velvet Underground'],Rock and Roll - Full Length Version; 2015 Remaster,61
1970,['Minnie Riperton'],Les Fleurs,61
1970,['Nick Drake'],Northern Sky,61
1970,"['Willie Colón', 'Héctor Lavoe', 'Yomo Toro']",La Murga,61
1970,['Aretha Franklin'],Son of a Preacher Man,61
1971,['Carole King'],So Far Away,61
1971,['John Denver'],Sunshine On My Shoulders,61
1971,['The Isley Brothers'],Love the One You're With,61
1971,['Marvin Gaye'],Mercy Mercy Me (The Ecology),61
1971,['The Who'],The Seeker - Edit,61
1971,['Marvin Gaye'],Inner City Blues (Make Me Wanna Holler),61
1971,['José Alfredo Jimenez'],Te Solté la Rienda,61
1971,['Funkadelic'],Maggot Brain,61
1971,['Tom Jones'],She's A Lady,61
1971,['Lynn Anderson'],Rose Garden,61
1971,['Bread'],If,61
1971,['Nina Simone'],Here Comes the Sun,61
1971,['Ten Years After'],I'd Love to Change the World - 2004 Remaster,61
1972,['Pure Prairie League'],Amie - Remastered 1988,61
1972,['Elton John'],Mona Lisas And Mad Hatters,61
1972,['Blue Öyster Cult'],Then Came the Last Days of May,61
1973,['Joe Walsh'],Rocky Mountain Way,61
1973,['Grand Funk Railroad'],We're An American Band - Remastered 2002,61
1973,['Led Zeppelin'],Over the Hills and Far Away - 1990 Remaster,61
1973,['Elton John'],Bennie And The Jets - Remastered 2014,61
1973,['Pink Floyd'],On the Run,61
1973,['Pink Floyd'],Speak to Me,61
1973,['George Harrison'],Give Me Love (Give Me Peace On Earth),61
1973,['The Wailers'],I Shot The Sheriff,61
1973,['Bread'],Make It with You,61
1973,['Hues Corporation'],Rock the Boat,61
1973,"['Willie Colón', 'Héctor Lavoe']",El Día De Mi Suerte,61
1973,['Wings'],My Love - 2018 Remaster,61
1974,['David Allan Coe'],The Ride,61
1974,['Lynyrd Skynyrd'],The Ballad Of Curtis Loew,61
1974,['Rush'],Working Man,61
1974,['Ace'],How Long,61
1974,['Dolly Parton'],I Will Always Love You,61
1974,['UFO'],Doctor Doctor - 2007 Remaster,61
1974,"['Elis Regina', 'Antônio Carlos Jobim']",Só Tinha De Ser Com Você,61
1975,['Elvin Bishop'],Fooled Around And Fell In Love,61
1975,['James Taylor'],Mexico - 2019 Remaster,61
1975,['Glen Campbell'],Rhinestone Cowboy,61
1975,['Willie Nelson'],Blue Eyes Crying In the Rain,61
1975,['KC & The Sunshine Band'],That's the Way (I Like It) - 2004 Remaster,61
1975,['Pink Floyd'],Welcome to the Machine,61
1975,['Parliament'],Give Up The Funk (Tear The Roof Off The Sucker),61
1975,['Frankie Valli'],My Eyes Adored You,61
1975,['Roxy Music'],Love Is The Drug,61
1975,['Joan Baez'],Diamonds And Rust,61
1976,['Gordon Lightfoot'],The Wreck of the Edmund Fitzgerald,61
1976,['Starland Vocal Band'],Afternoon Delight,61
1976,['Thin Lizzy'],Jailbreak,61
1976,['KISS'],Beth,61
1976,['Stephen Bishop'],On And On,61
1976,['Stevie Wonder'],As,61
1976,['David Bowie'],Golden Years - 2016 Remaster,61
1976,['George Benson'],Breezin',61
1976,['AC/DC'],High Voltage,61
1976,['Héctor Lavoe'],Periódico De Ayer,61
1976,['Eagles'],"Hotel California - Live at The Forum, Los Angeles, CA, 10/20-22/1976",61
1976,['Rod Stewart'],The First Cut Is the Deepest,61
1976,['David Soul'],Don't give up on us,61
1976,['José Maria Napoleón'],Vive,61
1977,['Fleetwood Mac'],Gold Dust Woman - 2004 Remaster,61
1977,['Fleetwood Mac'],Second Hand News - 2004 Remaster,61
1977,['Billy Joel'],Movin' Out (Anthony's Song),61
1977,['Fleetwood Mac'],Songbird - 2004 Remaster,61
1977,['James Taylor'],Your Smiling Face,61
1977,['Eric Clapton'],Lay Down Sally,61
1977,['Meat Loaf'],Two Out of Three Ain't Bad,61
1977,['Pink Floyd'],Dogs,61
1977,['Meat Loaf'],Bat Out of Hell,61
1977,['Bob Marley & The Wailers'],Exodus,61
1977,['Rita Coolidge'],We're All Alone,61
1978,['REO Speedwagon'],Time for Me to Fly - As heard in the Netflix series Ozark,61
1978,['The Cars'],Good Times Roll,61
1978,['Ambrosia'],How Much I Feel,61
1978,['Bob Seger'],Hollywood Nights,61
1978,['Steve Miller Band'],The Joker,61
1978,['Elvis Costello & The Attractions'],Pump It Up,61
1978,['Dr. Hook'],Sharing The Night Together,61
1978,['Anne Murray'],You Needed Me,61
1978,['TOTO'],Georgy Porgy,61
1978,['Sylvester'],You Make Me Feel (Mighty Real),61
1978,['Patti Smith'],Because the Night,61
1979,['Molly Hatchet'],Flirtin' with Disaster,61
1979,['Tom Petty and the Heartbreakers'],Don't Do Me Like That,61
1979,['Little River Band'],Cool Change - Remastered,61
1979,['Bob Marley & The Wailers'],One Drop,61
1979,['Joy Division'],She's Lost Control - 2007 Remaster,61
1979,['Motörhead'],Overkill,61
1980,['Pretenders'],Brass in Pocket - 2006 Remaster,61
1980,['Steve Winwood'],While You See A Chance,61
1980,['Air Supply'],Lost In Love,61
1980,['Bob Marley & The Wailers'],Coming In From The Cold,61
1980,['Stevie Wonder'],Happy Birthday,61
1980,['The Jam'],That's Entertainment,61
1980,['Camilo Sesto'],Perdóname,61
1980,['John Lennon'],(Just Like) Starting Over - Remastered 2010,61
1980,['Stevie Wonder'],Master Blaster (Jammin'),61
1980,['Robert Palmer'],Johnny And Mary,61
1981,['Joe Walsh'],A Life of Illusion,61
1981,"['Merle Haggard', 'Willie Nelson']",Pancho and Lefty,61
1981,['Van Halen'],Unchained - 2015 Remaster,61
1981,"['Stevie Nicks', 'Tom Petty and the Heartbreakers']",Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,61
1981,['Mötley Crüe'],Take Me To The Top,61
1981,['Carlos Y Jose'],Flor De Capomo,61
1981,['Duran Duran'],Girls on Film - 2010 Remaster,61
1982,['Modern English'],I Melt with You,61
1982,['Whitesnake'],Here I Go Again,61
1982,['DeBarge'],I Like It,61
1982,['Duran Duran'],Rio - 2009 Remaster,61
1982,"['Michael Jackson', 'Paul McCartney']",The Girl Is Mine (with Paul McCartney),61
1982,['A Flock Of Seagulls'],I Ran (So Far Away),61
1982,['Gloria Gaynor'],I Will Survive - Rerecorded,61
1982,['Ric Segreto'],Don't Know What To Say (Don't Know What To Do),61
1983,['Iron Maiden'],The Trooper - 2015 Remaster,61
1983,['Dio'],Holy Diver,61
1983,['The Isley Brothers'],Between the Sheets,61
1983,['ZZ Top'],Legs - 2008 Remaster,61
1983,['Accept'],Balls to the Wall,61
1983,['Cyndi Lauper'],Time After Time,61
1984,['Queen'],Thank God It's Christmas - 2011 Remaster,61
1984,['The Cars'],You Might Think,61
1984,['Wang Chung'],Dance Hall Days,61
1984,['W.A.S.P.'],I Wanna Be Somebody,61
1984,"['Johannes Brahms', 'Wiener Philharmoniker', 'Claudio Abbado']","Hungarian Dance No. 5 in G Minor, WoO 1 No. 5 (Orch. Schmeling)",61
1985,['Oingo Boingo'],Dead Man's Party,61
1985,['Hombres G'],Venezia,61
1985,['José José'],He Renunciado a Ti - Remasterizado,61
1986,['The Georgia Satellites'],Keep Your Hands to Yourself,61
1986,['Juan Gabriel'],Se Me Olvidó Otra Vez,61
1986,['Los Enanitos Verdes'],Guitarras Blancas,61
1987,['John Mellencamp'],Cherry Bomb,61
1987,['Fleetwood Mac'],Seven Wonders - Early Version; 2017 Remaster,61
1987,['Van Morrison'],Someone Like You,61
1987,['The Smiths'],Panic - 2011 Remaster,61
1987,['Los Lobos'],La Bamba,61
1987,['Eric Carmen'],"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",61
1987,['Dyango'],Corazón mágico,61
1987,['Michael Jackson'],Liberian Girl - 2012 Remastered Version,61
1988,['New Edition'],Can You Stand The Rain,61
1988,"[""Jane's Addiction""]",Mountain Song,61
1988,"['Eazy-E', 'Ice Cube', 'DJ Yella']",Boyz-N-The-Hood - Remix,61
1988,"['Lita Ford', 'Ozzy Osbourne']",Close My Eyes Forever,61
1988,"['Edward Elgar', 'Jacqueline du Pré', 'Sir John Barbirolli', 'London Symphony Orchestra']","Cello Concerto in E Minor, Op.85 (1988 Digital Remaster): I. Adagio - Moderato",61
1988,['U2'],Desire,61
1988,['Bon Jovi'],Born To Be My Baby,61
1988,['Emmanuel'],Todo Se Derrumbó Dentro de Mí,61
1989,['The Cure'],Lovesong - 2010 Remaster,61
1989,['Great White'],Once Bitten Twice Shy,61
1989,['Nine Inch Nails'],Head Like A Hole,61
1989,['Mötley Crüe'],Same Ol' Situation (S.O.S.),61
1989,"['Harry Connick, Jr.']",It Had to Be You (Big Band and Vocals),61
1989,['Level 42'],Something About You - Single Version,61
1989,['Nirvana'],Love Buzz,61
1989,['Taylor Dayne'],Love Will Lead You Back,61
1989,['Marisela'],Tu Dama de Hierro,61
1989,"['Antonio Vivaldi', 'Nigel Kennedy', 'English Chamber Orchestra']","Vivaldi: Violin Concerto in G Minor, RV 315 ""L'estate"" (No. 2 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): III. Presto",61
1989,['Gloria Trevi'],Dr. Psiquiatra,61
1990,['Temple Of The Dog'],Hunger Strike,61
1990,['Social Distortion'],Story of My Life,61
1990,['Vanilla Ice'],Ice Ice Baby,61
1990,['José José'],El Triste,61
1991,['Metallica'],Wherever I May Roam,61
1991,"['Marky Mark And The Funky Bunch', 'Loleatta Holloway']",Good Vibrations,61
1991,['DJ Jazzy Jeff & The Fresh Prince'],Summertime,61
1991,['Los Bukis'],Chiquilla Bonita,61
1991,['Samuray'],Él Soy Yo,61
1991,['Amy Grant'],"Baby, Baby",61
1991,['Pennywise'],Bro Hymn,61
1991,['U2'],Mysterious Ways,61
1991,['Red Hot Chili Peppers'],I Could Have Lied,61
1992,['Gin Blossoms'],Hey Jealousy,61
1992,['Stone Temple Pilots'],Creep - 2017 Remaster,61
1992,['Pete Rock & C.L. Smooth'],They Reminisce Over You (T.R.O.Y.),61
1992,['Helmet'],Unsung,61
1992,['Corey Hart'],Sunglasses At Night,61
1992,['Jade'],Don't Walk Away,61
